,filepath,label,split
0,eForest/e325.jpg,forest,train
1,aGrass/a212.jpg,grass,train
2,gParking/g056.jpg,parking,train
3,gParking/g303.jpg,parking,train
4,fResident/f176.jpg,resident,train
5,cIndustry/c023.jpg,industry,train
6,cIndustry/c218.jpg,industry,train
7,fResident/f004.jpg,resident,train
8,aGrass/a003.jpg,grass,train
9,cIndustry/c375.jpg,industry,train
10,bField/b376.jpg,field,train
11,gParking/g001.jpg,parking,train
12,fResident/f243.jpg,resident,train
13,gParking/g102.jpg,parking,train
14,gParking/g064.jpg,parking,train
15,gParking/g305.jpg,parking,train
16,eForest/e097.jpg,forest,train
17,bField/b216.jpg,field,train
18,cIndustry/c141.jpg,industry,train
19,eForest/e133.jpg,forest,train
20,aGrass/a261.jpg,grass,train
21,gParking/g200.jpg,parking,train
22,dRiverLake/d040.jpg,riverlake,train
23,aGrass/a290.jpg,grass,train
24,bField/b396.jpg,field,train
25,eForest/e152.jpg,forest,train
26,aGrass/a142.jpg,grass,train
27,bField/b230.jpg,field,train
28,gParking/g188.jpg,parking,train
29,fResident/f365.jpg,resident,train
30,aGrass/a122.jpg,grass,train
31,eForest/e254.jpg,forest,train
32,bField/b378.jpg,field,train
33,gParking/g270.jpg,parking,train
34,eForest/e219.jpg,forest,train
35,bField/b129.jpg,field,train
36,gParking/g395.jpg,parking,train
37,bField/b365.jpg,field,train
38,dRiverLake/d239.jpg,riverlake,train
39,gParking/g301.jpg,parking,train
40,bField/b298.jpg,field,train
41,fResident/f210.jpg,resident,train
42,bField/b361.jpg,field,train
43,dRiverLake/d165.jpg,riverlake,train
44,fResident/f235.jpg,resident,train
45,gParking/g148.jpg,parking,train
46,dRiverLake/d254.jpg,riverlake,train
47,cIndustry/c081.jpg,industry,train
48,gParking/g317.jpg,parking,train
49,aGrass/a247.jpg,grass,train
50,eForest/e329.jpg,forest,train
51,cIndustry/c328.jpg,industry,train
52,fResident/f279.jpg,resident,train
53,bField/b280.jpg,field,train
54,fResident/f241.jpg,resident,train
55,fResident/f282.jpg,resident,train
56,fResident/f211.jpg,resident,train
57,fResident/f333.jpg,resident,train
58,aGrass/a304.jpg,grass,train
59,aGrass/a208.jpg,grass,train
60,gParking/g262.jpg,parking,train
61,aGrass/a345.jpg,grass,train
62,dRiverLake/d334.jpg,riverlake,train
63,fResident/f358.jpg,resident,train
64,gParking/g120.jpg,parking,train
65,bField/b080.jpg,field,train
66,cIndustry/c001.jpg,industry,train
67,gParking/g051.jpg,parking,train
68,gParking/g354.jpg,parking,train
69,dRiverLake/d343.jpg,riverlake,train
70,bField/b015.jpg,field,train
71,eForest/e277.jpg,forest,train
