,filepath,label,split
0,parking_space/img0385.jpg,parking space,train
1,storage_cisterns/img0585.jpg,storage cisterns,train
2,storage_cisterns/img0504.jpg,storage cisterns,train
3,dense_residential/img0409.jpg,dense residential,train
4,game_space/img0436.jpg,game space,train
5,storage_cisterns/img0372.jpg,storage cisterns,train
6,beach/img0116.jpg,beach,train
7,dense_residential/img0278.jpg,dense residential,train
8,sparse_residential/img0285.jpg,sparse residential,train
9,airfield/img01374.jpg,airfield,train
10,beach/img0568.jpg,beach,train
11,farm/img0108.jpg,farm,train
12,game_space/img01376.jpg,game space,train
13,sparse_residential/img0538.jpg,sparse residential,train
14,flyover/img0641.jpg,flyover,train
15,game_space/img01180.jpg,game space,train
16,forest/img0288.jpg,forest,train
17,beach/img0257.jpg,beach,train
18,flyover/img0635.jpg,flyover,train
19,farm/img0820.jpg,farm,train
20,game_space/img01202.jpg,game space,train
21,farm/img0759.jpg,farm,train
22,dense_residential/img0211.jpg,dense residential,train
23,airfield/img01246.jpg,airfield,train
24,beach/img0541.jpg,beach,train
25,game_space/img01393.jpg,game space,train
26,farm/img0692.jpg,farm,train
27,flyover/img0201.jpg,flyover,train
28,airfield/img01001.jpg,airfield,train
29,farm/img0445.jpg,farm,train
30,sparse_residential/img0534.jpg,sparse residential,train
31,farm/img0199.jpg,farm,train
32,game_space/img0248.jpg,game space,train
33,river/img0319.jpg,river,train
34,anchorage/img0343.jpg,anchorage,train
35,forest/img0633.jpg,forest,train
36,forest/img0564.jpg,forest,train
37,forest/img0582.jpg,forest,train
38,farm/img0542.jpg,farm,train
39,game_space/img0845.jpg,game space,train
40,anchorage/img0460.jpg,anchorage,train
41,storage_cisterns/img0343.jpg,storage cisterns,train
42,sparse_residential/img0668.jpg,sparse residential,train
43,forest/img0605.jpg,forest,train
44,farm/img0179.jpg,farm,train
45,airfield/img01381.jpg,airfield,train
46,dense_residential/img0363.jpg,dense residential,train
47,farm/img01315.jpg,farm,train
48,dense_residential/img0256.jpg,dense residential,train
49,flyover/img0297.jpg,flyover,train
50,dense_residential/img0006.jpg,dense residential,train
51,river/img0317.jpg,river,train
52,parking_space/img0460.jpg,parking space,train
53,storage_cisterns/img0595.jpg,storage cisterns,train
54,game_space/img01209.jpg,game space,train
55,game_space/img01325.jpg,game space,train
56,forest/img0008.jpg,forest,train
57,beach/img0279.jpg,beach,train
58,sparse_residential/img0581.jpg,sparse residential,train
59,storage_cisterns/img0141.jpg,storage cisterns,train
60,dense_residential/img0135.jpg,dense residential,train
61,airfield/img01075.jpg,airfield,train
62,forest/img0277.jpg,forest,train
63,game_space/img01070.jpg,game space,train
64,forest/img0465.jpg,forest,train
65,game_space/img0489.jpg,game space,train
66,game_space/img01348.jpg,game space,train
67,anchorage/img0009.jpg,anchorage,train
68,storage_cisterns/img0645.jpg,storage cisterns,train
69,forest/img0111.jpg,forest,train
70,sparse_residential/img0308.jpg,sparse residential,train
71,forest/img0492.jpg,forest,train
72,forest/img0326.jpg,forest,train
73,river/img0473.jpg,river,train
74,river/img0569.jpg,river,train
75,anchorage/img0129.jpg,anchorage,train
76,anchorage/img0211.jpg,anchorage,train
77,dense_residential/img0159.jpg,dense residential,train
78,game_space/img0142.jpg,game space,train
79,storage_cisterns/img0400.jpg,storage cisterns,train
80,river/img0616.jpg,river,train
81,game_space/img0846.jpg,game space,train
82,anchorage/img0173.jpg,anchorage,train
83,storage_cisterns/img0171.jpg,storage cisterns,train
84,flyover/img0022.jpg,flyover,train
85,game_space/img01093.jpg,game space,train
86,forest/img0645.jpg,forest,train
87,forest/img0536.jpg,forest,train
88,flyover/img0655.jpg,flyover,train
89,storage_cisterns/img0340.jpg,storage cisterns,train
90,beach/img0530.jpg,beach,train
91,airfield/img0373.jpg,airfield,train
92,farm/img0161.jpg,farm,train
93,forest/img0154.jpg,forest,train
94,farm/img0900.jpg,farm,train
95,anchorage/img0374.jpg,anchorage,train
96,beach/img0115.jpg,beach,train
97,sparse_residential/img0184.jpg,sparse residential,train
98,parking_space/img0314.jpg,parking space,train
99,flyover/img0149.jpg,flyover,train
100,airfield/img0384.jpg,airfield,train
101,dense_residential/img0264.jpg,dense residential,train
102,forest/img0574.jpg,forest,train
103,dense_residential/img0524.jpg,dense residential,train
104,sparse_residential/img0550.jpg,sparse residential,train
105,game_space/img0509.jpg,game space,train
106,game_space/img0042.jpg,game space,train
107,game_space/img0374.jpg,game space,train
108,game_space/img0389.jpg,game space,train
109,farm/img0788.jpg,farm,train
110,airfield/img0986.jpg,airfield,train
111,flyover/img0433.jpg,flyover,train
112,flyover/img0384.jpg,flyover,train
113,anchorage/img0661.jpg,anchorage,train
114,game_space/img0294.jpg,game space,train
115,anchorage/img0086.jpg,anchorage,train
116,farm/img0050.jpg,farm,train
117,beach/img0047.jpg,beach,train
118,storage_cisterns/img0489.jpg,storage cisterns,train
119,anchorage/img0040.jpg,anchorage,train
120,airfield/img0254.jpg,airfield,train
121,sparse_residential/img0030.jpg,sparse residential,train
122,airfield/img0561.jpg,airfield,train
123,dense_residential/img0387.jpg,dense residential,train
124,anchorage/img0037.jpg,anchorage,train
125,dense_residential/img0340.jpg,dense residential,train
126,airfield/img0993.jpg,airfield,train
127,forest/img0171.jpg,forest,train
128,flyover/img0364.jpg,flyover,train
129,beach/img0651.jpg,beach,train
130,storage_cisterns/img0405.jpg,storage cisterns,train
131,game_space/img0293.jpg,game space,train
132,anchorage/img0183.jpg,anchorage,train
133,game_space/img0887.jpg,game space,train
134,river/img0130.jpg,river,train
135,parking_space/img0182.jpg,parking space,train
136,farm/img0130.jpg,farm,train
137,airfield/img0327.jpg,airfield,train
138,beach/img0051.jpg,beach,train
139,game_space/img0903.jpg,game space,train
140,parking_space/img0211.jpg,parking space,train
141,parking_space/img0042.jpg,parking space,train
142,storage_cisterns/img0659.jpg,storage cisterns,train
143,flyover/img0282.jpg,flyover,train
144,sparse_residential/img0033.jpg,sparse residential,train
145,sparse_residential/img0239.jpg,sparse residential,train
146,beach/img0134.jpg,beach,train
147,game_space/img0240.jpg,game space,train
148,airfield/img01332.jpg,airfield,train
149,airfield/img0654.jpg,airfield,train
150,airfield/img01223.jpg,airfield,train
151,farm/img0156.jpg,farm,train
152,parking_space/img0156.jpg,parking space,train
153,forest/img0542.jpg,forest,train
154,sparse_residential/img0409.jpg,sparse residential,train
155,airfield/img0368.jpg,airfield,train
156,game_space/img0928.jpg,game space,train
157,forest/img0462.jpg,forest,train
158,farm/img0279.jpg,farm,train
159,airfield/img01204.jpg,airfield,train
160,sparse_residential/img0222.jpg,sparse residential,train
161,airfield/img0648.jpg,airfield,train
162,game_space/img0465.jpg,game space,train
163,beach/img0653.jpg,beach,train
164,beach/img0312.jpg,beach,train
165,beach/img0355.jpg,beach,train
166,game_space/img0700.jpg,game space,train
167,sparse_residential/img0515.jpg,sparse residential,train
168,storage_cisterns/img0608.jpg,storage cisterns,train
169,game_space/img0015.jpg,game space,train
170,beach/img0189.jpg,beach,train
171,game_space/img0630.jpg,game space,train
172,flyover/img0475.jpg,flyover,train
173,game_space/img0741.jpg,game space,train
174,parking_space/img0326.jpg,parking space,train
175,flyover/img0223.jpg,flyover,train
176,dense_residential/img0689.jpg,dense residential,train
177,river/img0284.jpg,river,train
178,game_space/img0772.jpg,game space,train
179,parking_space/img0660.jpg,parking space,train
180,storage_cisterns/img0016.jpg,storage cisterns,train
181,flyover/img0349.jpg,flyover,train
182,sparse_residential/img0185.jpg,sparse residential,train
183,airfield/img01008.jpg,airfield,train
184,airfield/img0523.jpg,airfield,train
185,game_space/img0610.jpg,game space,train
186,forest/img0534.jpg,forest,train
187,flyover/img0097.jpg,flyover,train
188,storage_cisterns/img0644.jpg,storage cisterns,train
189,dense_residential/img0687.jpg,dense residential,train
190,game_space/img0271.jpg,game space,train
191,farm/img0847.jpg,farm,train
192,river/img0110.jpg,river,train
193,game_space/img0166.jpg,game space,train
194,farm/img0999.jpg,farm,train
195,dense_residential/img0406.jpg,dense residential,train
196,dense_residential/img0178.jpg,dense residential,train
197,river/img0024.jpg,river,train
198,airfield/img01084.jpg,airfield,train
199,parking_space/img0480.jpg,parking space,train
200,beach/img0088.jpg,beach,train
201,airfield/img01323.jpg,airfield,train
202,anchorage/img0161.jpg,anchorage,train
203,sparse_residential/img0313.jpg,sparse residential,train
204,parking_space/img0220.jpg,parking space,train
205,dense_residential/img0346.jpg,dense residential,train
206,game_space/img01289.jpg,game space,train
207,airfield/img0665.jpg,airfield,train
208,game_space/img0173.jpg,game space,train
209,farm/img0687.jpg,farm,train
210,dense_residential/img0522.jpg,dense residential,train
211,flyover/img0132.jpg,flyover,train
212,farm/img01115.jpg,farm,train
213,game_space/img0825.jpg,game space,train
214,flyover/img0438.jpg,flyover,train
215,beach/img0180.jpg,beach,train
216,game_space/img0115.jpg,game space,train
217,dense_residential/img0697.jpg,dense residential,train
218,airfield/img0076.jpg,airfield,train
219,farm/img01142.jpg,farm,train
220,game_space/img0316.jpg,game space,train
221,game_space/img0218.jpg,game space,train
222,river/img0042.jpg,river,train
223,farm/img01395.jpg,farm,train
224,parking_space/img0339.jpg,parking space,train
225,flyover/img0026.jpg,flyover,train
226,forest/img0370.jpg,forest,train
227,river/img0400.jpg,river,train
228,anchorage/img0414.jpg,anchorage,train
229,beach/img0601.jpg,beach,train
230,sparse_residential/img0018.jpg,sparse residential,train
231,flyover/img0673.jpg,flyover,train
232,farm/img0157.jpg,farm,train
233,airfield/img01211.jpg,airfield,train
234,farm/img0666.jpg,farm,train
235,sparse_residential/img0211.jpg,sparse residential,train
236,anchorage/img0126.jpg,anchorage,train
237,parking_space/img0201.jpg,parking space,train
238,anchorage/img0612.jpg,anchorage,train
239,airfield/img01250.jpg,airfield,train
240,storage_cisterns/img0417.jpg,storage cisterns,train
241,river/img0591.jpg,river,train
242,storage_cisterns/img0235.jpg,storage cisterns,train
243,dense_residential/img0488.jpg,dense residential,train
244,river/img0598.jpg,river,train
245,game_space/img01383.jpg,game space,train
246,dense_residential/img0225.jpg,dense residential,train
247,dense_residential/img0112.jpg,dense residential,train
248,game_space/img0735.jpg,game space,train
249,airfield/img01269.jpg,airfield,train
250,dense_residential/img0255.jpg,dense residential,train
251,forest/img0514.jpg,forest,train
252,parking_space/img0398.jpg,parking space,train
253,sparse_residential/img0638.jpg,sparse residential,train
254,forest/img0113.jpg,forest,train
255,anchorage/img0421.jpg,anchorage,train
256,game_space/img0897.jpg,game space,train
257,airfield/img01133.jpg,airfield,train
258,forest/img0211.jpg,forest,train
259,storage_cisterns/img0683.jpg,storage cisterns,train
260,beach/img0589.jpg,beach,train
261,farm/img0014.jpg,farm,train
262,river/img0103.jpg,river,train
263,game_space/img01080.jpg,game space,train
264,dense_residential/img0658.jpg,dense residential,train
265,storage_cisterns/img0500.jpg,storage cisterns,train
266,farm/img01147.jpg,farm,train
267,farm/img0821.jpg,farm,train
268,forest/img0621.jpg,forest,train
269,anchorage/img0395.jpg,anchorage,train
270,forest/img0268.jpg,forest,train
271,dense_residential/img0553.jpg,dense residential,train
272,game_space/img01254.jpg,game space,train
273,dense_residential/img0341.jpg,dense residential,train
274,river/img0032.jpg,river,train
275,river/img0622.jpg,river,train
276,dense_residential/img0132.jpg,dense residential,train
277,beach/img0567.jpg,beach,train
278,game_space/img0826.jpg,game space,train
279,farm/img0204.jpg,farm,train
280,beach/img0500.jpg,beach,train
281,game_space/img0090.jpg,game space,train
282,farm/img0211.jpg,farm,train
283,beach/img0634.jpg,beach,train
284,farm/img0041.jpg,farm,train
285,beach/img0497.jpg,beach,train
286,farm/img0252.jpg,farm,train
287,beach/img0310.jpg,beach,train
288,sparse_residential/img0036.jpg,sparse residential,train
289,beach/img0062.jpg,beach,train
290,sparse_residential/img0471.jpg,sparse residential,train
291,game_space/img01174.jpg,game space,train
292,dense_residential/img0665.jpg,dense residential,train
293,game_space/img0988.jpg,game space,train
294,game_space/img0678.jpg,game space,train
295,airfield/img0729.jpg,airfield,train
296,airfield/img01376.jpg,airfield,train
297,dense_residential/img0547.jpg,dense residential,train
298,airfield/img01100.jpg,airfield,train
299,parking_space/img0262.jpg,parking space,train
300,river/img0119.jpg,river,train
301,game_space/img0364.jpg,game space,train
302,forest/img0053.jpg,forest,train
303,flyover/img0627.jpg,flyover,train
304,farm/img0154.jpg,farm,train
305,farm/img0451.jpg,farm,train
306,farm/img01125.jpg,farm,train
307,game_space/img01078.jpg,game space,train
308,river/img0406.jpg,river,train
309,airfield/img0730.jpg,airfield,train
310,forest/img0570.jpg,forest,train
311,river/img0337.jpg,river,train
312,airfield/img0970.jpg,airfield,train
313,flyover/img0445.jpg,flyover,train
314,game_space/img01141.jpg,game space,train
315,storage_cisterns/img0295.jpg,storage cisterns,train
316,anchorage/img0698.jpg,anchorage,train
317,farm/img01120.jpg,farm,train
318,parking_space/img0355.jpg,parking space,train
319,game_space/img01089.jpg,game space,train
320,river/img0031.jpg,river,train
321,parking_space/img0071.jpg,parking space,train
322,dense_residential/img0295.jpg,dense residential,train
323,airfield/img0033.jpg,airfield,train
324,anchorage/img0325.jpg,anchorage,train
325,parking_space/img0663.jpg,parking space,train
326,game_space/img0203.jpg,game space,train
327,dense_residential/img0608.jpg,dense residential,train
328,airfield/img01188.jpg,airfield,train
329,forest/img0409.jpg,forest,train
330,beach/img0608.jpg,beach,train
331,sparse_residential/img0343.jpg,sparse residential,train
332,airfield/img0748.jpg,airfield,train
333,parking_space/img0621.jpg,parking space,train
334,airfield/img0794.jpg,airfield,train
335,farm/img0969.jpg,farm,train
336,sparse_residential/img0500.jpg,sparse residential,train
337,sparse_residential/img0144.jpg,sparse residential,train
338,game_space/img01274.jpg,game space,train
339,game_space/img0088.jpg,game space,train
340,parking_space/img0635.jpg,parking space,train
341,storage_cisterns/img0539.jpg,storage cisterns,train
342,game_space/img0303.jpg,game space,train
343,storage_cisterns/img0678.jpg,storage cisterns,train
344,river/img0263.jpg,river,train
345,dense_residential/img0284.jpg,dense residential,train
346,storage_cisterns/img0583.jpg,storage cisterns,train
347,sparse_residential/img0113.jpg,sparse residential,train
348,dense_residential/img0294.jpg,dense residential,train
349,beach/img0235.jpg,beach,train
350,airfield/img0065.jpg,airfield,train
351,farm/img0842.jpg,farm,train
352,sparse_residential/img0326.jpg,sparse residential,train
353,airfield/img0615.jpg,airfield,train
354,game_space/img0383.jpg,game space,train
355,sparse_residential/img0074.jpg,sparse residential,train
356,game_space/img0751.jpg,game space,train
357,game_space/img0228.jpg,game space,train
358,storage_cisterns/img0011.jpg,storage cisterns,train
359,farm/img0274.jpg,farm,train
360,flyover/img0555.jpg,flyover,train
361,anchorage/img0552.jpg,anchorage,train
362,farm/img0985.jpg,farm,train
363,forest/img0318.jpg,forest,train
364,farm/img01073.jpg,farm,train
365,parking_space/img0458.jpg,parking space,train
366,game_space/img0425.jpg,game space,train
367,parking_space/img0377.jpg,parking space,train
368,game_space/img0017.jpg,game space,train
369,forest/img0124.jpg,forest,train
370,airfield/img0385.jpg,airfield,train
371,flyover/img0339.jpg,flyover,train
372,dense_residential/img0073.jpg,dense residential,train
373,farm/img01225.jpg,farm,train
374,beach/img0467.jpg,beach,train
375,parking_space/img0490.jpg,parking space,train
376,anchorage/img0377.jpg,anchorage,train
377,airfield/img0119.jpg,airfield,train
378,airfield/img01386.jpg,airfield,train
379,beach/img0658.jpg,beach,train
380,game_space/img0813.jpg,game space,train
381,flyover/img0442.jpg,flyover,train
382,anchorage/img0152.jpg,anchorage,train
383,river/img0014.jpg,river,train
384,dense_residential/img0139.jpg,dense residential,train
385,airfield/img0815.jpg,airfield,train
386,anchorage/img0666.jpg,anchorage,train
387,farm/img0294.jpg,farm,train
388,dense_residential/img0434.jpg,dense residential,train
389,game_space/img01006.jpg,game space,train
390,airfield/img0118.jpg,airfield,train
391,farm/img0290.jpg,farm,train
392,storage_cisterns/img0348.jpg,storage cisterns,train
393,game_space/img01312.jpg,game space,train
394,airfield/img01012.jpg,airfield,train
395,farm/img0465.jpg,farm,train
396,dense_residential/img0364.jpg,dense residential,train
397,game_space/img01291.jpg,game space,train
398,anchorage/img0336.jpg,anchorage,train
399,game_space/img0542.jpg,game space,train
400,farm/img0209.jpg,farm,train
401,forest/img0643.jpg,forest,train
402,airfield/img01260.jpg,airfield,train
403,airfield/img01064.jpg,airfield,train
404,dense_residential/img0484.jpg,dense residential,train
405,storage_cisterns/img0210.jpg,storage cisterns,train
406,river/img0312.jpg,river,train
407,flyover/img0120.jpg,flyover,train
408,dense_residential/img0449.jpg,dense residential,train
409,dense_residential/img0198.jpg,dense residential,train
410,airfield/img0792.jpg,airfield,train
411,game_space/img0681.jpg,game space,train
412,parking_space/img0093.jpg,parking space,train
413,airfield/img01045.jpg,airfield,train
414,game_space/img01144.jpg,game space,train
415,sparse_residential/img0136.jpg,sparse residential,train
416,beach/img0332.jpg,beach,train
417,farm/img0748.jpg,farm,train
418,game_space/img0324.jpg,game space,train
419,storage_cisterns/img0148.jpg,storage cisterns,train
420,parking_space/img0133.jpg,parking space,train
421,farm/img0434.jpg,farm,train
422,flyover/img0504.jpg,flyover,train
423,forest/img0535.jpg,forest,train
424,dense_residential/img0654.jpg,dense residential,train
425,dense_residential/img0199.jpg,dense residential,train
426,dense_residential/img0062.jpg,dense residential,train
427,game_space/img0452.jpg,game space,train
428,airfield/img01166.jpg,airfield,train
429,farm/img0255.jpg,farm,train
430,river/img0402.jpg,river,train
431,sparse_residential/img0162.jpg,sparse residential,train
432,airfield/img0309.jpg,airfield,train
433,storage_cisterns/img0474.jpg,storage cisterns,train
434,anchorage/img0085.jpg,anchorage,train
435,beach/img0196.jpg,beach,train
436,forest/img0294.jpg,forest,train
437,airfield/img0760.jpg,airfield,train
438,parking_space/img0160.jpg,parking space,train
439,dense_residential/img0563.jpg,dense residential,train
440,airfield/img0064.jpg,airfield,train
441,game_space/img01008.jpg,game space,train
442,sparse_residential/img0619.jpg,sparse residential,train
443,airfield/img0174.jpg,airfield,train
444,river/img0687.jpg,river,train
445,airfield/img0152.jpg,airfield,train
446,game_space/img0879.jpg,game space,train
447,dense_residential/img0271.jpg,dense residential,train
448,anchorage/img0346.jpg,anchorage,train
449,storage_cisterns/img0492.jpg,storage cisterns,train
450,dense_residential/img0614.jpg,dense residential,train
451,flyover/img0108.jpg,flyover,train
452,parking_space/img0446.jpg,parking space,train
453,parking_space/img0161.jpg,parking space,train
454,airfield/img0240.jpg,airfield,train
455,river/img0561.jpg,river,train
456,game_space/img01127.jpg,game space,train
457,flyover/img0311.jpg,flyover,train
458,river/img0122.jpg,river,train
459,dense_residential/img0595.jpg,dense residential,train
460,farm/img0319.jpg,farm,train
461,anchorage/img0568.jpg,anchorage,train
462,farm/img01271.jpg,farm,train
463,farm/img0037.jpg,farm,train
464,sparse_residential/img0606.jpg,sparse residential,train
465,farm/img0621.jpg,farm,train
466,forest/img0631.jpg,forest,train
467,game_space/img01117.jpg,game space,train
468,sparse_residential/img0559.jpg,sparse residential,train
469,game_space/img01317.jpg,game space,train
470,flyover/img0361.jpg,flyover,train
471,forest/img0316.jpg,forest,train
472,farm/img01220.jpg,farm,train
473,dense_residential/img0332.jpg,dense residential,train
474,storage_cisterns/img0324.jpg,storage cisterns,train
475,sparse_residential/img0139.jpg,sparse residential,train
476,airfield/img0881.jpg,airfield,train
477,storage_cisterns/img0509.jpg,storage cisterns,train
478,farm/img01362.jpg,farm,train
479,game_space/img0974.jpg,game space,train
480,game_space/img0539.jpg,game space,train
481,game_space/img0822.jpg,game space,train
482,anchorage/img0429.jpg,anchorage,train
483,dense_residential/img0621.jpg,dense residential,train
484,airfield/img0869.jpg,airfield,train
485,storage_cisterns/img0519.jpg,storage cisterns,train
486,river/img0511.jpg,river,train
487,airfield/img01382.jpg,airfield,train
488,game_space/img01187.jpg,game space,train
489,flyover/img0581.jpg,flyover,train
490,storage_cisterns/img0080.jpg,storage cisterns,train
491,forest/img0163.jpg,forest,train
492,parking_space/img0695.jpg,parking space,train
493,airfield/img0548.jpg,airfield,train
494,dense_residential/img0433.jpg,dense residential,train
495,airfield/img0510.jpg,airfield,train
496,river/img0213.jpg,river,train
497,storage_cisterns/img0160.jpg,storage cisterns,train
498,dense_residential/img0560.jpg,dense residential,train
499,anchorage/img0446.jpg,anchorage,train
500,beach/img0599.jpg,beach,train
501,farm/img0327.jpg,farm,train
502,game_space/img0491.jpg,game space,train
503,farm/img01285.jpg,farm,train
504,parking_space/img0360.jpg,parking space,train
505,farm/img01096.jpg,farm,train
506,game_space/img0597.jpg,game space,train
507,anchorage/img0582.jpg,anchorage,train
508,airfield/img0206.jpg,airfield,train
509,storage_cisterns/img0200.jpg,storage cisterns,train
510,airfield/img0233.jpg,airfield,train
511,dense_residential/img0491.jpg,dense residential,train
512,forest/img0567.jpg,forest,train
513,sparse_residential/img0246.jpg,sparse residential,train
514,dense_residential/img0442.jpg,dense residential,train
515,game_space/img0186.jpg,game space,train
516,game_space/img0012.jpg,game space,train
517,flyover/img0265.jpg,flyover,train
518,sparse_residential/img0027.jpg,sparse residential,train
519,anchorage/img0403.jpg,anchorage,train
520,airfield/img0370.jpg,airfield,train
521,farm/img0259.jpg,farm,train
522,river/img0497.jpg,river,train
523,flyover/img0402.jpg,flyover,train
524,game_space/img0834.jpg,game space,train
525,airfield/img0914.jpg,airfield,train
526,game_space/img01042.jpg,game space,train
527,airfield/img0544.jpg,airfield,train
528,sparse_residential/img0399.jpg,sparse residential,train
529,game_space/img0586.jpg,game space,train
530,river/img0044.jpg,river,train
531,game_space/img0208.jpg,game space,train
532,airfield/img0025.jpg,airfield,train
533,airfield/img01292.jpg,airfield,train
534,storage_cisterns/img0657.jpg,storage cisterns,train
535,airfield/img0887.jpg,airfield,train
536,flyover/img0532.jpg,flyover,train
537,farm/img0587.jpg,farm,train
538,sparse_residential/img0526.jpg,sparse residential,train
539,parking_space/img0668.jpg,parking space,train
540,forest/img0088.jpg,forest,train
541,sparse_residential/img0077.jpg,sparse residential,train
542,flyover/img0218.jpg,flyover,train
543,parking_space/img0410.jpg,parking space,train
544,river/img0293.jpg,river,train
545,forest/img0517.jpg,forest,train
546,beach/img0480.jpg,beach,train
547,airfield/img0006.jpg,airfield,train
548,game_space/img0499.jpg,game space,train
549,parking_space/img0594.jpg,parking space,train
550,flyover/img0386.jpg,flyover,train
551,forest/img0637.jpg,forest,train
552,parking_space/img0259.jpg,parking space,train
553,parking_space/img0518.jpg,parking space,train
554,game_space/img01012.jpg,game space,train
555,game_space/img0590.jpg,game space,train
556,flyover/img0677.jpg,flyover,train
557,flyover/img0156.jpg,flyover,train
558,forest/img0080.jpg,forest,train
559,river/img0634.jpg,river,train
560,game_space/img0768.jpg,game space,train
561,beach/img0365.jpg,beach,train
562,storage_cisterns/img0381.jpg,storage cisterns,train
563,airfield/img0526.jpg,airfield,train
564,game_space/img0302.jpg,game space,train
565,river/img0220.jpg,river,train
566,farm/img0605.jpg,farm,train
567,sparse_residential/img0068.jpg,sparse residential,train
568,forest/img0620.jpg,forest,train
569,anchorage/img0382.jpg,anchorage,train
570,forest/img0186.jpg,forest,train
571,farm/img0237.jpg,farm,train
572,flyover/img0275.jpg,flyover,train
573,flyover/img0377.jpg,flyover,train
574,airfield/img0070.jpg,airfield,train
575,forest/img0258.jpg,forest,train
576,game_space/img01252.jpg,game space,train
577,flyover/img0503.jpg,flyover,train
578,river/img0013.jpg,river,train
579,airfield/img01270.jpg,airfield,train
580,storage_cisterns/img0086.jpg,storage cisterns,train
581,forest/img0223.jpg,forest,train
582,game_space/img0731.jpg,game space,train
583,dense_residential/img0154.jpg,dense residential,train
584,airfield/img0893.jpg,airfield,train
585,farm/img0566.jpg,farm,train
586,anchorage/img0511.jpg,anchorage,train
587,airfield/img0511.jpg,airfield,train
588,sparse_residential/img0610.jpg,sparse residential,train
589,parking_space/img0210.jpg,parking space,train
590,flyover/img0284.jpg,flyover,train
591,beach/img0290.jpg,beach,train
592,beach/img0165.jpg,beach,train
593,forest/img0383.jpg,forest,train
594,beach/img0509.jpg,beach,train
595,farm/img0049.jpg,farm,train
596,flyover/img0516.jpg,flyover,train
597,anchorage/img0195.jpg,anchorage,train
598,parking_space/img0051.jpg,parking space,train
599,river/img0206.jpg,river,train
600,anchorage/img0097.jpg,anchorage,train
601,airfield/img01268.jpg,airfield,train
602,game_space/img0806.jpg,game space,train
603,flyover/img0434.jpg,flyover,train
604,parking_space/img0165.jpg,parking space,train
605,river/img0296.jpg,river,train
606,dense_residential/img0168.jpg,dense residential,train
607,airfield/img0961.jpg,airfield,train
608,anchorage/img0484.jpg,anchorage,train
609,flyover/img0325.jpg,flyover,train
610,farm/img01009.jpg,farm,train
611,game_space/img0692.jpg,game space,train
612,anchorage/img0079.jpg,anchorage,train
613,game_space/img0890.jpg,game space,train
614,game_space/img01040.jpg,game space,train
615,airfield/img01206.jpg,airfield,train
616,beach/img0048.jpg,beach,train
617,dense_residential/img0395.jpg,dense residential,train
618,flyover/img0196.jpg,flyover,train
619,farm/img0850.jpg,farm,train
620,river/img0325.jpg,river,train
621,airfield/img0848.jpg,airfield,train
622,flyover/img0250.jpg,flyover,train
623,river/img0037.jpg,river,train
624,farm/img01183.jpg,farm,train
625,farm/img0916.jpg,farm,train
626,game_space/img0655.jpg,game space,train
627,farm/img0250.jpg,farm,train
628,river/img0507.jpg,river,train
629,parking_space/img0278.jpg,parking space,train
630,storage_cisterns/img0603.jpg,storage cisterns,train
631,flyover/img0344.jpg,flyover,train
632,farm/img0818.jpg,farm,train
633,game_space/img0360.jpg,game space,train
634,storage_cisterns/img0074.jpg,storage cisterns,train
635,forest/img0197.jpg,forest,train
636,sparse_residential/img0456.jpg,sparse residential,train
637,river/img0525.jpg,river,train
638,anchorage/img0030.jpg,anchorage,train
639,flyover/img0078.jpg,flyover,train
640,game_space/img0267.jpg,game space,train
641,game_space/img0764.jpg,game space,train
642,anchorage/img0112.jpg,anchorage,train
643,river/img0309.jpg,river,train
644,farm/img01278.jpg,farm,train
645,game_space/img0193.jpg,game space,train
646,parking_space/img0415.jpg,parking space,train
647,forest/img0290.jpg,forest,train
648,farm/img0172.jpg,farm,train
649,forest/img0051.jpg,forest,train
650,farm/img0245.jpg,farm,train
651,beach/img0409.jpg,beach,train
652,airfield/img0133.jpg,airfield,train
653,farm/img0010.jpg,farm,train
654,airfield/img0297.jpg,airfield,train
655,game_space/img01077.jpg,game space,train
656,farm/img0609.jpg,farm,train
657,airfield/img0896.jpg,airfield,train
658,game_space/img0771.jpg,game space,train
659,game_space/img0152.jpg,game space,train
660,river/img0282.jpg,river,train
